name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_costfor_two_people,listed_intype,listed_incity
Tiwari's,1,0,3.8,70,Jayanagar,Quick Bites,"North Indian, Street Food",200.0,Delivery,Banashankari
Pizza Stop,1,0,3.8,164,Basavanagudi,Quick Bites,"Pizza, Italian",600.0,Delivery,Banashankari
Biggies Burger 'n' More,1,0,3.6,58,Kumaraswamy Layout,Quick Bites,"Cafe, Burger, Beverages",650.0,Delivery,Banashankari
Kollapuri's,0,0,3.9,206,Basavanagudi,Quick Bites,"South Indian, Mangalorean",450.0,Delivery,Banashankari
Sugar Stars Co,0,0,3.700448817952718,0,Basavanagudi,Bakery,"Bakery, Desserts",300.0,Delivery,Banashankari
Bombay Kulfis,0,0,3.700448817952718,0,JP Nagar,Dessert Parlor,Ice Cream,200.0,Delivery,Banashankari
Kadamba Classic,0,0,3.6,16,Mysore Road,Quick Bites,South Indian,300.0,Delivery,Banashankari
RS Shiv Sagar,0,0,3.7,217,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari
Kholi Mane,0,0,3.6,46,Basavanagudi,Quick Bites,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari
Harshi Super Sandwich,0,0,3.8,148,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari
Cake Yard,0,0,3.4,30,Basavanagudi,Dessert Parlor,Desserts,250.0,Delivery,Banashankari
Sri Udupi Veg,0,0,3.3,4,Jayanagar,Quick Bites,South Indian,250.0,Delivery,Banashankari
Cake Art,0,0,3.5,15,Basavanagudi,"Bakery, Quick Bites",Bakery,400.0,Delivery,Banashankari
Aahar Cafe,0,0,3.700448817952718,0,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari
Akash Gowdru Biryani Center,0,0,3.700448817952718,0,Uttarahalli,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari
New Sri Udupi Restaurant,0,0,3.700448817952718,0,Jayanagar,Quick Bites,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0,Delivery,Banashankari
Potato House,1,0,3.4,9,Uttarahalli,Quick Bites,Street Food,200.0,Delivery,Banashankari
Hotel Biriyani Counter,0,0,3.700448817952718,0,Vijay Nagar,Quick Bites,"North Indian, Chinese, Biryani",350.0,Delivery,Banashankari
Matru Sagar,1,0,3.7,31,Mysore Road,Quick Bites,"South Indian, North Indian",300.0,Delivery,Banashankari
Ugadi,1,0,2.9,177,Jayanagar,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari
Sri Krishna Sweets,1,0,3.7,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",250.0,Delivery,Banashankari
In Time Cane Juice,1,0,3.5,10,Kumaraswamy Layout,Beverage Shop,"Juices, Beverages",100.0,Delivery,Banashankari
Subway,1,0,3.7,136,Banashankari,Quick Bites,"Salad, Fast Food",600.0,Delivery,Banashankari
Daal Roti,1,0,2.9,35,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari
The Lassi Park,1,0,4.1,185,Jayanagar,Quick Bites,"Juices, Desserts",200.0,Delivery,Banashankari
Cafe Coffee Day,1,0,3.2,17,Jayanagar,Cafe,"Cafe, Fast Food",900.0,Delivery,Banashankari
A2B - Adyar Ananda Bhavan,1,0,3.8,155,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari
Srikrishna Bhavan,1,0,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari
Green Gardenia,1,0,3.8,160,Banashankari,Casual Dining,"North Indian, Chinese",700.0,Delivery,Banashankari
J Spice,1,0,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750.0,Delivery,Banashankari
Karavali Family Restaurant,1,0,3.5,90,Jayanagar,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari
Karavali Lunch Home,1,0,3.7,51,Kumaraswamy Layout,Quick Bites,"South Indian, Mangalorean",350.0,Delivery,Banashankari
Hatti Kaapi,1,0,4.0,89,Jayanagar,Quick Bites,"South Indian, Beverages",200.0,Delivery,Banashankari
Kolkata Kathi Roll's,1,0,3.6,18,Banashankari,Quick Bites,"Fast Food, Rolls",250.0,Delivery,Banashankari
Upahara Darshini,1,0,3.9,40,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari
The Chaat Shop,1,0,2.5,35,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,Banashankari
Anda Ka Funda,1,0,3.4,89,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari
Shri Vinayaka Ice N Juice,1,0,3.2,11,Basavanagudi,Quick Bites,"Beverages, Fast Food",150.0,Delivery,Banashankari
Ibaco,1,0,3.9,33,Jayanagar,Dessert Parlor,Desserts,300.0,Delivery,Banashankari
Jalaram Sweets,1,0,3.8,32,Jayanagar,Sweet Shop,"Desserts, Mithai",250.0,Delivery,Banashankari
Samskruti - Sanman Gardenia,1,0,4.1,139,Jayanagar,Casual Dining,"North Indian, Chinese, South Indian",550.0,Delivery,Banashankari
Bendakaluru Bytes,1,0,3.2,154,Vijay Nagar,Quick Bites,Fast Food,300.0,Delivery,Banashankari
Cocoa Bakes,1,0,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350.0,Delivery,Banashankari
Chumma Delicious,1,0,3.7,237,Banashankari,Quick Bites,"South Indian, Fast Food",200.0,Delivery,Banashankari
New Prashanth Hotel,1,0,3.9,388,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari
SSV Upahar,1,0,3.700448817952718,0,Jayanagar,Quick Bites,"South Indian, Chinese",300.0,Delivery,Banashankari
Dwaraka Grand,1,0,3.9,128,Kumaraswamy Layout,Casual Dining,"South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari
Gufha - The President Hotel,1,1,4.1,1875,Jayanagar,Casual Dining,"North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari
Tanna's Kitchen,1,0,3.1,7,Kumaraswamy Layout,Quick Bites,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari
Shree Mandarathi Grand,1,0,3.7,38,Uttarahalli,Casual Dining,"South Indian, North Indian",400.0,Delivery,Banashankari
Mojo Pizza - 2X Toppings,1,0,4.2,179,Banashankari,Delivery,Pizza,600.0,Delivery,Banashankari
Iceberg Icecreams,1,0,4.0,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250.0,Delivery,Banashankari
South Kitchen,1,0,4.3,275,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari
Chung Wah,1,0,3.7,323,Jayanagar,Casual Dining,"Chinese, Thai, Momos",850.0,Delivery,Banashankari
Shanthi Sagar,1,0,3.1,28,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari
Millet Mama,1,0,3.9,18,Basavanagudi,Quick Bites,"South Indian, Healthy Food",200.0,Delivery,Banashankari
Bangarpet Chat Express,1,0,3.3,6,Basavanagudi,Quick Bites,"Street Food, Fast Food",100.0,Delivery,Banashankari
South Cool Point,1,0,3.700448817952718,0,Basavanagudi,Dessert Parlor,Beverages,100.0,Delivery,Banashankari
Prems Graama Bhojanam,1,0,4.3,322,Jayanagar,Casual Dining,South Indian,400.0,Delivery,Banashankari
Java City,1,0,2.6,157,Jayanagar,Cafe,"Cafe, American, Pizza",450.0,Delivery,Banashankari
Kamat Bugle Rock,1,0,3.9,543,Basavanagudi,Quick Bites,"South Indian, Fast Food",300.0,Delivery,Banashankari
Puliyogare Point,1,0,4.2,444,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari
Bangalore Agarwal Bhavan,1,0,3.9,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400.0,Delivery,Banashankari
Rustic Stove,1,0,3.8,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari
Udupi Ruchi Grand,1,0,4.2,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari
De Thaali,1,0,3.9,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550.0,Delivery,Banashankari
Just Thindi,1,0,3.6,16,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,Banashankari
Matru Sagar,1,0,3.6,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari
Vasanth Vihar - Since 1965,1,0,3.6,95,Banashankari,Quick Bites,"South Indian, Street Food",150.0,Delivery,Banashankari
Sea Spice by 7 Star,1,1,4.0,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari
Desi Dawat,1,0,3.7,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400.0,Delivery,Banashankari
Cafe Aira,1,0,4.1,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari
Donne Biriyani combos,1,0,3.700448817952718,0,Kumaraswamy Layout,Casual Dining,Biryani,400.0,Delivery,Banashankari
Mast Punjabi,1,0,2.6,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari
South Grand,1,0,3.4,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari
The Pizzeria,1,0,2.8,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800.0,Delivery,Banashankari
Cafe Zone,1,0,3.9,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari
Ruchis Point,1,0,3.8,75,Banashankari,Quick Bites,"Fast Food, Chinese",200.0,Delivery,Banashankari
Firangi Bake,1,0,4.0,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600.0,Delivery,Banashankari
The Royal Corner - Pai Viceroy,1,1,4.2,815,Jayanagar,Casual Dining,"North Indian, Chinese",900.0,Delivery,Banashankari
Hara Fine Dine,1,1,4.0,633,Banashankari,Casual Dining,"North Indian, Chinese",800.0,Delivery,Banashankari
Chocoberry,1,0,3.5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari
Dakshin Grand,1,0,3.0,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari
Sandwichwallas,1,0,3.7,35,Jayanagar,Quick Bites,Fast Food,200.0,Delivery,Banashankari
Chai Mane,1,0,3.6,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150.0,Delivery,Banashankari
SLV Upachar,1,0,3.1,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari
Waffle-A-Go Go,1,0,3.9,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari
Cross Road Cafe,1,0,3.9,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari
Anand Donne Biriyani,1,0,3.6,45,Jayanagar,Quick Bites,Biryani,200.0,Delivery,Banashankari
Seven Star,1,0,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250.0,Delivery,Banashankari
Stop 'N' Joy,1,0,3.8,28,Banashankari,Quick Bites,Fast Food,150.0,Delivery,Banashankari
Sri Yaksha Shiv Sagar,1,0,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600.0,Delivery,Banashankari
Fudge,1,0,3.8,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200.0,Delivery,Banashankari
Just Bunny,1,0,3.5,11,Jayanagar,Quick Bites,Fast Food,200.0,Delivery,Banashankari
Bakers Town,1,0,3.8,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650.0,Delivery,Banashankari
Shree Mahalakshmi Sweets,1,0,3.2,8,Banashankari,Sweet Shop,"Mithai, Street Food",100.0,Delivery,Banashankari
Kaapi Kendra,1,0,3.7,14,Jayanagar,Quick Bites,South Indian,100.0,Delivery,Banashankari
Ivy,1,0,3.8,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari
The Airos,1,0,4.1,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650.0,Delivery,Banashankari
Chai Kraft,1,0,4.1,30,Jayanagar,Beverage Shop,"Beverages, Tea",100.0,Delivery,Banashankari
South Point Pub,1,0,3.4,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari
The Trundle,1,0,3.7,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari
The Krishna Grand Xpress,1,0,4.0,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350.0,Delivery,Banashankari
Sri Krishna Darshini,1,0,3.1,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200.0,Delivery,Banashankari
Shringar Sweets & Snacks,1,0,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,Delivery,Banashankari
Udupi Grand,1,0,3.8,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300.0,Delivery,Banashankari
Ganesh Grand,1,0,3.7,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300.0,Delivery,Banashankari
Shreyas Upahar & Burger Point,1,0,3.0,7,Basavanagudi,Quick Bites,"South Indian, Burger",200.0,Delivery,Banashankari
Little Cafe,1,0,3.7,54,Basavanagudi,Cafe,"Cafe, Beverages",600.0,Delivery,Banashankari
Mumbai Badam Milk & Lassi Center,1,0,3.6,23,Basavanagudi,Kiosk,"Beverages, Desserts",100.0,Delivery,Banashankari
Sri Krishna Sagar,1,0,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400.0,Delivery,Banashankari
Mylari Biryani Family Restaurant,1,0,3.7,73,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari
1980s Games Cafe,1,0,3.4,58,Basavanagudi,Cafe,"Cafe, Fast Food",400.0,Delivery,Banashankari
Kadala Tarangaa,1,0,3.6,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,Delivery,Banashankari
Namma Biryani,1,0,3.6,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250.0,Delivery,Banashankari
Nandhanu's Rasoi,1,0,3.0,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400.0,Delivery,Banashankari
Hotel Pork Paradise,1,0,3.7,21,Mysore Road,Quick Bites,South Indian,300.0,Delivery,Banashankari
As On Fire,1,0,3.5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400.0,Delivery,Banashankari
J K Fish Land,1,0,3.6,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300.0,Delivery,Banashankari
Curry Leaves,1,0,4.1,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800.0,Delivery,Banashankari
Lassi Shop,1,0,3.5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0,Delivery,Banashankari
Magic Meals,1,0,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,Delivery,Banashankari
Desi Cream Junction,1,1,3.7,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,Delivery,Banashankari
Drunken Monkey,1,0,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,Delivery,Banashankari
Ruchi's Corner,1,0,2.7,123,Banashankari,Quick Bites,Fast Food,200.0,Delivery,Banashankari
Tandoori Bytes,1,0,3.6,59,Kumaraswamy Layout,Casual Dining,North Indian,700.0,Delivery,Banashankari
Bangalore Donne Biriyani,1,0,3.2,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300.0,Delivery,Banashankari
SGS Non Veg - Gundu Pulav,1,0,3.8,101,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari
Keventers,1,0,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,Delivery,Banashankari
Sree Sagar,1,0,3.700448817952718,0,Banashankari,Quick Bites,South Indian,200.0,Delivery,Banashankari
Navi Food Point,1,0,3.6,22,Basavanagudi,Quick Bites,Fast Food,200.0,Delivery,Banashankari
Shawarma Inc,1,0,3.1,31,Banashankari,Takeaway,"Rolls, Lebanese",250.0,Delivery,Banashankari
The Cafe Nuts and Bolts,1,0,3.0,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500.0,Delivery,Banashankari
AM WOW,1,0,3.4,6,Jayanagar,Beverage Shop,Beverages,100.0,Delivery,Banashankari
Lalbagh Grand,1,0,3.0,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250.0,Delivery,Banashankari
Funjabi Curries,1,0,2.9,11,Banashankari,Quick Bites,North Indian,500.0,Delivery,Banashankari
Eat Repeat,1,0,3.9,101,Basavanagudi,Quick Bites,South Indian,150.0,Delivery,Banashankari
Salut,1,1,4.1,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,Delivery,Banashankari
Nammura Donne Biriyani,1,0,3.5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400.0,Delivery,Banashankari
Lassi Stop,1,0,3.4,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,Delivery,Banashankari
Dakshin Kitchen,1,0,3.6,15,Basavanagudi,Quick Bites,South Indian,100.0,Delivery,Banashankari
Sri Sai Cafe,1,0,3.5,10,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,Banashankari
Sri Sai 99 Variety Dosa,1,0,3.8,25,Banashankari,Quick Bites,South Indian,300.0,Delivery,Banashankari
Utsav Restaurant,1,0,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari
Crunch and Munch,1,0,3.7,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300.0,Delivery,Banashankari
Food Geek,1,0,3.8,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,Delivery,Banashankari
Sri Krishna Aramane,1,0,3.7,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200.0,Delivery,Banashankari
Great Indian Rolls,1,0,3.3,4,Basavanagudi,Quick Bites,Rolls,100.0,Delivery,Banashankari
Chats Point,1,0,3.4,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150.0,Delivery,Banashankari
Food Point,1,0,3.5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300.0,Delivery,Banashankari
Swarga Ruchi,1,0,3.3,10,Basavanagudi,Quick Bites,South Indian,200.0,Delivery,Banashankari
Kolkata King,1,0,3.4,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300.0,Delivery,Banashankari
Sandwich Mama's And Frozen Monster,1,0,3.8,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250.0,Delivery,Banashankari
New Rajadhani Spicy,1,0,3.7,67,Kumaraswamy Layout,Casual Dining,North Indian,700.0,Delivery,Banashankari
Big Mishra Pedha,1,0,2.9,23,Jayanagar,Sweet Shop,Mithai,250.0,Delivery,Banashankari
VEGeatz,1,0,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200.0,Delivery,Banashankari
Foodizo,1,0,3.6,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300.0,Delivery,Banashankari
Food Springs,1,0,4.0,232,Jayanagar,Quick Bites,"South Indian, Chinese",400.0,Delivery,Banashankari
Chung's Chinese Corner,1,0,3.9,221,Jayanagar,Casual Dining,Chinese,700.0,Delivery,Banashankari
Eurasia Pasta and Barbeque by Little Italy,1,1,4.1,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200.0,Delivery,Banashankari
Goli Vada Pav No. 1,1,0,3.7,93,Basavanagudi,Quick Bites,Street Food,200.0,Delivery,Banashankari
Ragoo's,1,0,3.9,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0,Delivery,Banashankari
Pure & Natural,1,0,3.9,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,Delivery,Banashankari
Maiyas,1,0,4.0,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,Delivery,Banashankari
Sip n Dine,1,0,3.6,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800.0,Delivery,Banashankari
Cafe Mondo,1,0,3.7,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600.0,Delivery,Banashankari
Jalpaan,1,1,4.0,866,Jayanagar,Casual Dining,"North Indian, Continental",900.0,Delivery,Banashankari
Kataria's Pakwan,1,0,3.2,96,Kumaraswamy Layout,Quick Bites,North Indian,400.0,Delivery,Banashankari
Juicy Momos,1,0,3.5,80,Banashankari,Quick Bites,"Tibetan, Momos",250.0,Delivery,Banashankari
Amande Patisserie,1,0,4.0,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300.0,Delivery,Banashankari
Anand Sweets and Savouries,1,0,3.9,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400.0,Delivery,Banashankari
Chicken Hunt,1,0,3.5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,Delivery,Banashankari
Swadesh Tadka,1,0,3.5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600.0,Delivery,Banashankari
Cane-O-La,1,0,3.8,61,Basavanagudi,Quick Bites,Juices,100.0,Delivery,Banashankari
New Biryani Mane,1,0,3.7,128,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450.0,Delivery,Banashankari
Upahara Darshini,1,0,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari
Karnataka Bhel House,1,0,4.1,449,Basavanagudi,Quick Bites,Street Food,100.0,Delivery,Banashankari
Sreeraj Lassi Bar,1,0,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150.0,Delivery,Banashankari
Juice Junction Food Court,1,0,3.7,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,Delivery,Banashankari
Bunt's Biriyani Palace,1,0,3.0,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,Delivery,Banashankari
Chai Point,1,0,3.2,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,Delivery,Banashankari
Janahaar,1,0,3.8,70,Banashankari,Quick Bites,South Indian,100.0,Delivery,Banashankari
Utsav,1,0,3.7,59,Banashankari,Quick Bites,"North Indian, Street Food",200.0,Delivery,Banashankari
Meat And Eat,1,0,3.1,10,Banashankari,Quick Bites,"Fast Food, Burger",500.0,Delivery,Banashankari
Snacks Bite,1,0,3.0,9,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400.0,Delivery,Banashankari
The Spice Saga,1,0,3.7,124,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750.0,Delivery,Banashankari
Dakshin Cafe,1,0,3.7,19,Kumaraswamy Layout,Quick Bites,South Indian,100.0,Delivery,Banashankari
Mr. Parathewala,1,0,3.700448817952718,0,Jayanagar,"Takeaway, Delivery",North Indian,300.0,Delivery,Banashankari
Kaulige Millet Corner,1,0,3.3,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150.0,Delivery,Banashankari
Ifruit Ice Cream,1,0,3.3,4,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150.0,Delivery,Banashankari
Havmor,1,0,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200.0,Delivery,Banashankari
Grand Food,1,0,3.4,8,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250.0,Delivery,Banashankari
